decision_id	decision_type	subject_key	accession	field_name	new_value	reason	evidence_reference	confirmed_by	source_artifact	status	effective_from	effective_through	notes
D-fb723362e071	manual_override	KC832535	KC832535	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E116-V1-19-Nov-2001
D-d9a1d565f58e	manual_override	KC832536	KC832536	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E118-K16-26-Nov-2001
D-8874b95d98b6	manual_override	KC832537	KC832537	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E121-K21-29-Nov-2001
D-c765df752eaa	manual_override	KC832538	KC832538	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E121-V2-29-Nov-2001
D-dbe7dd3f146a	manual_override	KC832539	KC832539	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E127-K63-25-Dec-2001
D-dc7a369ff8a1	manual_override	KC832540	KC832540	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E127-V1-25-Dec-2001
D-e2b43be7a00c	manual_override	KC832541	KC832541	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E131-K382-30-Dec-2001
D-6211c8cbefea	manual_override	KC832542	KC832542	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E131-V2-30-Dec-2001
D-86247e9532d8	manual_override	KC832543	KC832543	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E132-K3724-31-Dec-2001
D-89967e2353aa	manual_override	KC832544	KC832544	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E132-V1-31-Dec-2001
D-9b8b49b86d8a	manual_override	KC832545	KC832545	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E14-K31-28-Jan-2001
D-b26a4da6ba12	manual_override	KC832546	KC832546	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E23-K75-25-Feb-2001
D-8dc7bcb05331	manual_override	KC832547	KC832547	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E24-V1-25-Feb-2001
D-71964f995e29	manual_override	KC832548	KC832548	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E32-K89-23-Mar-2001
D-ec2307875226	manual_override	KC832549	KC832549	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E35-K27144-08-Apr-2001
D-edc12a5862df	manual_override	KC832550	KC832550	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E37-K27151-17-Apr-2001
D-f8cec7e317f2	manual_override	KC832551	KC832551	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E38-K29221-17-Apr-2001
D-6dbffb6bb7eb	manual_override	KC832552	KC832552	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E39-K29285-29-Apr-2001
D-9808158a46e7	manual_override	KC832553	KC832553	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E40-K29312-29-Apr-2001
D-8b646920db1d	manual_override	KC832554	KC832554	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E40-K31-29-Apr-2001
D-f173e7c8f97b	manual_override	KC832555	KC832555	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E44-K29324-06-May-2001
D-79a3d6817c64	manual_override	KC832556	KC832556	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E44-K66-06-May-2001
D-da8e0d324e9d	manual_override	KC832557	KC832557	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E44-V1-06-May-2001
D-cab8d3cabeb9	manual_override	KC832558	KC832558	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E46-K78-07-May-2001
D-5ac0d51a9238	manual_override	KC832559	KC832559	classification	wild	Reconciliation allowlist (egypt_afp_wpv1_mislabeled_vdpv_corrected_2026_07_27). CORRECTED 2026-07-27 (final-review session): originally cited “Evolution of type 2 vaccine derived poliovirus lineages” (Hovi et al. 2013 PLoS ONE, PMID 23840537) / “Wild and vaccine-derived Poliovirus detection through e[nvironmental surveillance]” -- verified via PubMed/PMC that the Hovi 2013 paper analyzes 110 TYPE-2 sewage isolates from SLOVAKIA, unrelated to these records. All 154 are GenBank organism=Poliovirus 1 (not type 2), strain names EGY0{0-5}-Ennn (Egypt AFP surveillance 2000-2005), and cluster tightly at d_s 161-184/d_n 15-22 vs Sabin1 -- indistinguishable from the established WPV1 cluster and far outside any plausible VDPV divergence range. Batch-citation artifact (GenBank Direct Submission metadata tied to the submitting lab's most recent paper at deposit time, not a per-accession source), not a genuine VDPV disposition. See d_n/d_s scatter QC (data/genbank/final-review/scripts/polio_dnds_scatter.py) + docs/decision-log.md 2026-07-27.		Mike	vdpv_wild_reconciliation.csv	active			strain=EGY01-E47-K29356-09-May-2001
